term_id,query,candidate_count,positive_count,relevant_item_ids,evaluation_eligibility
TERM_412fda21,3d kalem,15,3,"['ITEM_007dac9e1b8b', 'ITEM_85c2c7b8576a', 'ITEM_bb52de6c58e8']",True
TERM_413f97cb,nakışlı pantolon,20,5,"['ITEM_04657e41f8a0', 'ITEM_916c883a0700', 'ITEM_bdae0b715845', 'ITEM_e855a65c5eba', 'ITEM_e92d4a898542']",True
TERM_4144ea94,olaplex no 7,3,1,['ITEM_e8b3cf7fa126'],True
TERM_414d5e66,fiesta bornoz takımı,9,2,"['ITEM_110820b10a01', 'ITEM_b31ddc54fe47']",True
TERM_415eccc4,erkek yeleği,50,13,"['ITEM_206c82b05537', 'ITEM_29953c66fc6b', 'ITEM_2c0aac7f01f8', 'ITEM_47942799727c', 'ITEM_50aa9b2818b8', 'ITEM_85bac17dc321', 'ITEM_98c6a399b4ab', 'ITEM_a68c98fe6c6b', 'ITEM_aaff04218b10', 'ITEM_bb8322ed03c1', 'ITEM_d531c73d24e7', 'ITEM_d7d6e0e5ae80', 'ITEM_fd55ac3ec548']",True
TERM_41759854,adidas kadın spor ayakkabı gazelle,30,9,"['ITEM_0cdac5d637fa', 'ITEM_10a7d7e0f591', 'ITEM_887db7a434c6', 'ITEM_9ac910bbd284', 'ITEM_c9b3c1888376', 'ITEM_d18c0e0decb3', 'ITEM_dd2993e18347', 'ITEM_e246b4cee860', 'ITEM_fd603bc01e6b']",True
TERM_4186e796,elle kadın topuklu ayakkabı,19,4,"['ITEM_6efc512203b6', 'ITEM_73bb7eabbd2a', 'ITEM_98cba82f0419', 'ITEM_f161a8aa51fb']",True
TERM_41ad8dd8,iphone 8 plus batarya,9,1,['ITEM_5869c2147972'],True
TERM_41e0f7b3,kağıt mendil,17,4,"['ITEM_7851bb736caf', 'ITEM_b6bcfc5bbc83', 'ITEM_d94f136f87eb', 'ITEM_e9d084ae3917']",True
TERM_41ec5af1,chole nomade,3,1,['ITEM_83b2397dec44'],True
TERM_427786d2,acı kahve kadın kemer,17,4,"['ITEM_59a47d5bd9da', 'ITEM_783afd27cffb', 'ITEM_a1bb430932b2', 'ITEM_be99e5efd5a8']",True
TERM_427ef626,luxell ocak,17,4,"['ITEM_3c9459da20ad', 'ITEM_6973075f9f61', 'ITEM_9c28e84762ed', 'ITEM_b66907ac5d02']",True
TERM_42a7f475,petek üstü ayaklı raf,36,8,"['ITEM_0c8ed21cf4ac', 'ITEM_0e3b07c1cea3', 'ITEM_39e0e43cf5e2', 'ITEM_444d257a3e66', 'ITEM_9caf4c3b9049', 'ITEM_ab551cdec0e3', 'ITEM_c94217b1ab1d', 'ITEM_ec08664e3191']",True
TERM_42dd0f02,ayaklı kapaklı cam kurabiyelik,9,1,['ITEM_6dd9b04ae08d'],True
TERM_42e463fe,yağ sıçratmaz,35,7,"['ITEM_397635008518', 'ITEM_5ad94df94be5', 'ITEM_5b1b8d3d155c', 'ITEM_68b0ea7ebe7e', 'ITEM_8e31d84b4fb6', 'ITEM_b5c2c902ff60', 'ITEM_f8193897189c']",True
TERM_436a600a,defacto kaban,44,8,"['ITEM_15cc53633f6e', 'ITEM_3f5dae1acd6b', 'ITEM_5be0c7722b63', 'ITEM_bd043f37ecf1', 'ITEM_be95ec1c7709', 'ITEM_cc762e7f315a', 'ITEM_d534c435fb21', 'ITEM_f2856041f561']",True
TERM_43cd62c4,battal boy battaniye,78,21,"['ITEM_095d00d76be3', 'ITEM_10cb8968257f', 'ITEM_150e59548835', 'ITEM_21eb2b8b8389', 'ITEM_3959557f3e99', 'ITEM_3d10b7ed2cea', 'ITEM_44a14c44629c', 'ITEM_4e1aae16ab76', 'ITEM_520df50cbf7d', 'ITEM_77a8e27005c8', 'ITEM_850bf796f3da', 'ITEM_9b9f95580464', 'ITEM_a2375cce22e0', 'ITEM_b24fb17e5ef4', 'ITEM_b4965450d5c7', 'ITEM_e2ba90ddbd0d', 'ITEM_e64d5f77a2f5', 'ITEM_ec85a2c8b31d', 'ITEM_f539c519f76c', 'ITEM_f85e0d9dbac5', 'ITEM_fec145830081']",True
TERM_44f8d7e3,oppo,26,7,"['ITEM_564d87a5c1c6', 'ITEM_5a18b1d2e544', 'ITEM_99506601c419', 'ITEM_a1c966cd1752', 'ITEM_c6aa3a4c41e5', 'ITEM_efc6d41552d8', 'ITEM_f2627606450d']",True
TERM_45328ad9,kırmızı kil maskesi,3,1,['ITEM_3ec8e7dca182'],True
TERM_458d703c,smoothly,70,17,"['ITEM_00a0cc99922d', 'ITEM_02b3bcf2ab0a', 'ITEM_07651f2c95f5', 'ITEM_15601a0061e7', 'ITEM_29b1c4b248a6', 'ITEM_2cd1b0e4dc60', 'ITEM_4d18e706d828', 'ITEM_4f5e8f5e6e9f', 'ITEM_64e6ecabe2ff', 'ITEM_7766ad78349a', 'ITEM_7a5c844e9ad2', 'ITEM_9169e741c4c0', 'ITEM_a52d32803bce', 'ITEM_bc0ecde1de00', 'ITEM_d5e15200ac8b', 'ITEM_f57ee1019dce', 'ITEM_f6665b762f80']",True
TERM_45d0e210,koton kids,271,71,"['ITEM_013754e80882', 'ITEM_0c1deb8a9204', 'ITEM_1181c52dd99c', 'ITEM_17fe5291db8b', 'ITEM_1f67fc14e7c5', 'ITEM_2a6c82e17caf', 'ITEM_2bee065a99f6', 'ITEM_2c535bc14618', 'ITEM_30571812d6db', 'ITEM_312f09186d7b', 'ITEM_3145e2f357e5', 'ITEM_34c34ff66bcb', 'ITEM_3518dd1b12c1', 'ITEM_39fcd53966ba', 'ITEM_3f5d5bfb8688', 'ITEM_45ba907794ad', 'ITEM_463a9d988f4a', 'ITEM_47daa64eb2e3', 'ITEM_4c8e0ab576ae', 'ITEM_58f65d563e96', 'ITEM_598a1955d5d3', 'ITEM_5d5472bdd5bd', 'ITEM_60f3c0fef0f9', 'ITEM_616404339f74', 'ITEM_63845f45319f', 'ITEM_65e2f86428bf', 'ITEM_687846f4aa7d', 'ITEM_6941cf65edb1', 'ITEM_6cde62fe0587', 'ITEM_6e5299d3177e', 'ITEM_6faad2a0fa0f', 'ITEM_7232f6e1cb84', 'ITEM_72e46f43cb40', 'ITEM_7568e8ef1c75', 'ITEM_764b2cbaffb0', 'ITEM_78aff7fc0783', 'ITEM_7c3a79844179', 'ITEM_7cc472e2d21d', 'ITEM_81d73d5879d7', 'ITEM_85f15e316d81', 'ITEM_8d9a6e6b9902', 'ITEM_8f6b1232ba95', 'ITEM_8fe9febc62db', 'ITEM_91a6e5957c5a', 'ITEM_937c5dc1a9ab', 'ITEM_972c283af542', 'ITEM_98b50ca60b0f', 'ITEM_a0b41ee26150', 'ITEM_a320ad99beb7', 'ITEM_a84419b88762', 'ITEM_ae5c8be5f759', 'ITEM_b18d08d787e6', 'ITEM_b357bc1b90bd', 'ITEM_b389e5373c11', 'ITEM_b89dc193d662', 'ITEM_c14166c9d96f', 'ITEM_d0ad20df1672', 'ITEM_d5dc3e5f13f3', 'ITEM_d723312937d9', 'ITEM_e004990c9692', 'ITEM_e027ce0a63a5', 'ITEM_e6c7d1825abb', 'ITEM_e6dc5caf84aa', 'ITEM_e8606309f574', 'ITEM_e8c5479bfc4f', 'ITEM_e9d6c9177ef0', 'ITEM_ed48c1186844', 'ITEM_f1941e3caec4', 'ITEM_f2e046daf940', 'ITEM_f50f89288a6e', 'ITEM_fd7326360baf']",True
TERM_45fc5075,nivea erkek deodorant,48,12,"['ITEM_0d5d847a0e72', 'ITEM_234bcd3d9aeb', 'ITEM_353e196c5ad1', 'ITEM_3eeea161783a', 'ITEM_54b8a3c8bca9', 'ITEM_5587cc5e9087', 'ITEM_64048bb42f8b', 'ITEM_803e705e6a09', 'ITEM_99f7c4e95693', 'ITEM_d5ca73590d69', 'ITEM_ed191662c66a', 'ITEM_eee9d5cdf5ce']",True
TERM_46101d74,koton atkı,20,6,"['ITEM_63f6ebb6091c', 'ITEM_7399696b2c18', 'ITEM_7b7721d57dd2', 'ITEM_8ff53fe48c86', 'ITEM_90a8bba0d453', 'ITEM_91396e5224f6']",True
TERM_464649d5,kız çocuk panduf,134,35,"['ITEM_0bb339a64d8e', 'ITEM_12310f069b1c', 'ITEM_15675f4c631b', 'ITEM_231a1935ee6b', 'ITEM_262225a067a2', 'ITEM_308f0e5caef5', 'ITEM_4710bd0f4f61', 'ITEM_53874ec33304', 'ITEM_552af5fd7899', 'ITEM_5aee53ec6cab', 'ITEM_5b7d1bc9687c', 'ITEM_60e82c2adf2c', 'ITEM_66a1d480c66a', 'ITEM_6eba4e05f52c', 'ITEM_6f839f314987', 'ITEM_78fe2aac516d', 'ITEM_86d9c9cc1c3d', 'ITEM_8791027adf35', 'ITEM_962b3eb54e91', 'ITEM_9efcd4813710', 'ITEM_a9c80d3770a0', 'ITEM_ba5bbd84a3e8', 'ITEM_c1df1f06f245', 'ITEM_c1eebe15c59a', 'ITEM_c3990390c18d', 'ITEM_d2b5f03a71cb', 'ITEM_d9c7948e2625', 'ITEM_e06d959eedda', 'ITEM_e119ae65d746', 'ITEM_e366532e6fe3', 'ITEM_e7416018f041', 'ITEM_ed3532f447f7', 'ITEM_ee74fb2bcd07', 'ITEM_efe8811c5a3e', 'ITEM_fc6499aeb72d']",True
TERM_46ab905e,oriflame giordani gold essenza,11,2,"['ITEM_92e3725517e4', 'ITEM_cfe94ff0d4ad']",True
TERM_47525b6a,orzax balık yağı,3,1,['ITEM_27be607e168f'],True
TERM_477a0730,perde tutucu,101,23,"['ITEM_0ce3f4691ef7', 'ITEM_1788bdcbcc7a', 'ITEM_212cfb442905', 'ITEM_21f2891250ee', 'ITEM_4430f89473b4', 'ITEM_4cd1e9b9c471', 'ITEM_4fa8adb523d1', 'ITEM_5266e4fa5e29', 'ITEM_5b48ace9137f', 'ITEM_5e9307f7e7d6', 'ITEM_72a51760f2e8', 'ITEM_809c599847dd', 'ITEM_89ba4c6c35b3', 'ITEM_9f344ef719ec', 'ITEM_b2873f759d42', 'ITEM_b3e46bffe877', 'ITEM_c946b46844e3', 'ITEM_c9a863ce3907', 'ITEM_db63de611d5f', 'ITEM_ee26c58937a9', 'ITEM_efadeb1b9d26', 'ITEM_fa52c0d84135', 'ITEM_fbcd79a4bcfa']",True
TERM_47c303e4,by hakan aşkin puf bench,30,8,"['ITEM_02704376f2d8', 'ITEM_0799a19344e4', 'ITEM_0a8e5df27b10', 'ITEM_703423bfb000', 'ITEM_74816535f348', 'ITEM_a5688baf2ef5', 'ITEM_c02c188c0e11', 'ITEM_fd0cdc8f96e5']",True
TERM_48738872,yatak dolabı,151,38,"['ITEM_095562c84145', 'ITEM_0dee88681fd4', 'ITEM_15f119e02206', 'ITEM_165338022c9f', 'ITEM_1ae37dc3a390', 'ITEM_2fdca3f581c2', 'ITEM_3c7681e09840', 'ITEM_3f383f529e23', 'ITEM_4b8c80b0d370', 'ITEM_4c4b0987d71b', 'ITEM_51de39863590', 'ITEM_5c4562973633', 'ITEM_681cb3488011', 'ITEM_6e7fba21e20e', 'ITEM_7086f61ee82d', 'ITEM_7cd6d04c79ae', 'ITEM_82d3f90faf99', 'ITEM_8a1c1c648361', 'ITEM_8bd89d5cbb31', 'ITEM_8c4c9adf6252', 'ITEM_950357c13d3f', 'ITEM_95c612f28600', 'ITEM_97b39f810ca4', 'ITEM_9ac6015d2f02', 'ITEM_a673c465e3fe', 'ITEM_aa97acad1662', 'ITEM_ad92940d32c1', 'ITEM_ae16d7fe7375', 'ITEM_b22e57d35551', 'ITEM_ba455aaed8ea', 'ITEM_c29024c121ff', 'ITEM_cc021e069fd2', 'ITEM_cce05e52d1b2', 'ITEM_d3e8a4861f2d', 'ITEM_d5d625866323', 'ITEM_eb7620ef1371', 'ITEM_efd82fa936f3', 'ITEM_f9bc381d7faf']",True
TERM_48c08b90,cup karbüratör,14,3,"['ITEM_54ec075d80e4', 'ITEM_58724c7d70b9', 'ITEM_7a19d0bf12f6']",True
TERM_48c42e64,android tv,25,6,"['ITEM_31b9f43766e4', 'ITEM_594c561fc74b', 'ITEM_76f204d1854d', 'ITEM_ae5089f2d58b', 'ITEM_bc870b93c4f0', 'ITEM_d8ca0dba622c']",True
TERM_48cdec1e,dior addict parfüm,7,2,"['ITEM_043d0ea104dc', 'ITEM_953574eee915']",True
TERM_492d5fe5,kesim tahtası,59,13,"['ITEM_1bde7809d9c7', 'ITEM_1e1e8b71916d', 'ITEM_31af047f3233', 'ITEM_4855ac5537e1', 'ITEM_7a430fda8511', 'ITEM_7aeece69794b', 'ITEM_8acb24bae3a8', 'ITEM_9bd9a13a203f', 'ITEM_c0d48997a976', 'ITEM_c49d4cab9583', 'ITEM_cd21f7537950', 'ITEM_d2b8b745700b', 'ITEM_f54a943cd588']",True
TERM_493cb7d4,tekne ve yat malzemeleri,3,0,[],False
TERM_4981981f,varol yorgan,7,2,"['ITEM_2ff6fd7bc532', 'ITEM_4893c5328747']",True
TERM_49bfad81,vazo çeşitleri,12,3,"['ITEM_2a14242c7c4a', 'ITEM_5d271679aab6', 'ITEM_ce87d352db49']",True
TERM_49e69b82,işıltılı makyaj bazı,9,2,"['ITEM_7802fbb570f9', 'ITEM_86631a861fbd']",True
TERM_4a053deb,küçük lego,5,1,['ITEM_263b8a81bab8'],True
TERM_4a14e61c,et dövücü,6,2,"['ITEM_1fb1937416e2', 'ITEM_feca81c9bbac']",True
TERM_4a632225,ışıklı uzaktan kumandalı araba,24,7,"['ITEM_0a775c686edd', 'ITEM_0fe9cc6abbcf', 'ITEM_40de4f29ff04', 'ITEM_593a90902dce', 'ITEM_79a12e8845ad', 'ITEM_bba5417fa7fa', 'ITEM_eef4ca756736']",True
TERM_4afbc679,sıvı highlighter,14,4,"['ITEM_347d968bfc5c', 'ITEM_377460d379d0', 'ITEM_62ce1a5f112e', 'ITEM_f6e4584a27f6']",True
TERM_4bb29285,seramik tava,33,7,"['ITEM_16f966c94f67', 'ITEM_267a78d280ed', 'ITEM_699c6cadc5b9', 'ITEM_8ae98288c015', 'ITEM_8e443985b5b8', 'ITEM_92cbbe54de5d', 'ITEM_a92accc52d00']",True
TERM_4c1576b3,çanta demiri,27,7,"['ITEM_12017df0158a', 'ITEM_21d96741e44d', 'ITEM_374f63c95fe1', 'ITEM_3c69cf3f331a', 'ITEM_b70f4829fd4a', 'ITEM_b84da13bfa4a', 'ITEM_e6962351d07a']",True
TERM_4c2cc48c,bebek terlik,54,14,"['ITEM_27f49a73f6a0', 'ITEM_305bbfee1cdd', 'ITEM_379608d18e01', 'ITEM_4b869466b0b1', 'ITEM_54c0e65db241', 'ITEM_56b2730ae402', 'ITEM_864ba73a62be', 'ITEM_92a94a5aa0f0', 'ITEM_a58e7f8f21a1', 'ITEM_ab14238c3c25', 'ITEM_d385d133710f', 'ITEM_e3ef296bf6ef', 'ITEM_ef74cd5f2234', 'ITEM_f1b148b31f11']",True
TERM_4cc24af3,wesse saat,145,35,"['ITEM_023b512c140d', 'ITEM_08398c597253', 'ITEM_0fb09625e355', 'ITEM_0ff9aeebb44c', 'ITEM_1775045811e5', 'ITEM_1f219a59210d', 'ITEM_20915376cbc1', 'ITEM_3886aad6832b', 'ITEM_3d890405019b', 'ITEM_46d0ab14977b', 'ITEM_4c6694b98e5e', 'ITEM_5a22e681bb80', 'ITEM_5aa323e61e55', 'ITEM_5c797f6c38f2', 'ITEM_6d662fd9692e', 'ITEM_7b8d8c7cc82e', 'ITEM_7ba42806f175', 'ITEM_870931334ae2', 'ITEM_88a88a182810', 'ITEM_8c008f47c6f7', 'ITEM_989829ced1fe', 'ITEM_9c5c5f651adf', 'ITEM_9e165d32d15a', 'ITEM_a0a124342954', 'ITEM_aa4228510757', 'ITEM_b727c8de8c76', 'ITEM_bc181b640be4', 'ITEM_bf19a1ab852d', 'ITEM_c1a0ebeb0745', 'ITEM_c69bbf29e240', 'ITEM_d17829540d7e', 'ITEM_d2d2757dcd89', 'ITEM_d7854d733cb2', 'ITEM_e218d5fa3892', 'ITEM_f856b1ee1cec']",True
TERM_4ccb206b,e27 rustik ampul,18,5,"['ITEM_4f52f4cce03e', 'ITEM_7d01ee86f003', 'ITEM_9c03d7fa71f5', 'ITEM_b0510ff13589', 'ITEM_b7ecf3662dae']",True
TERM_4cd6f9e0,bakır semaver,3,0,[],False
TERM_4d2c0034,prada güneş gözlüğü,276,65,"['ITEM_06730432f7e3', 'ITEM_06e5546f78d2', 'ITEM_08c993da8f12', 'ITEM_0fe6799e5622', 'ITEM_1bdeba79b305', 'ITEM_21617ef92279', 'ITEM_259b9cb9912f', 'ITEM_265427eb379f', 'ITEM_274a84f37750', 'ITEM_2d009f48fd1a', 'ITEM_2d635317da5c', 'ITEM_307f6e69dcbb', 'ITEM_332f25f368b7', 'ITEM_3e0e2b8f5bb1', 'ITEM_4fccb135ca66', 'ITEM_55233e985956', 'ITEM_64f4b30ea869', 'ITEM_66ece05907eb', 'ITEM_6a29c1bfaa9c', 'ITEM_6bf52ed8834c', 'ITEM_76a75cf6da6c', 'ITEM_78570a7218da', 'ITEM_7d6c8a003c8e', 'ITEM_7ffa0f1202b8', 'ITEM_83c24fb5e7aa', 'ITEM_88cbf89c195c', 'ITEM_893a7e0d6390', 'ITEM_90f22fbe53f4', 'ITEM_9101189f1f4c', 'ITEM_91791a60ea19', 'ITEM_91a5e218f6d9', 'ITEM_92cc37e5eb03', 'ITEM_937eaa9f978f', 'ITEM_973c473e86bd', 'ITEM_9dfb93b33037', 'ITEM_a07bd4752147', 'ITEM_a1ed0f714a97', 'ITEM_a42032ce1772', 'ITEM_a4f268992575', 'ITEM_abb4bd76d9ca', 'ITEM_b0cc48344941', 'ITEM_b1ae5d017848', 'ITEM_b4a5bafeb26b', 'ITEM_b93377dc1ccc', 'ITEM_c0175b621d39', 'ITEM_c28d56d43e80', 'ITEM_c30be788ce09', 'ITEM_c90bff61bc20', 'ITEM_c9517d9ea860', 'ITEM_d530d479a35a', 'ITEM_d734e2be23f7', 'ITEM_d7a4c9aa4719', 'ITEM_e0e76203bb4b', 'ITEM_e4534e639951', 'ITEM_e6038934636c', 'ITEM_eaf96b13a938', 'ITEM_ecb3f04c7b09', 'ITEM_ed9a987de27a', 'ITEM_edd6476bd49f', 'ITEM_ee7382c01bda', 'ITEM_f0ae157a20d4', 'ITEM_f26882035082', 'ITEM_f2d24bf39cd0', 'ITEM_f8f92bf73bac', 'ITEM_fd21c4b4fc4c']",True
TERM_4d696880,hugo boss erkek parfüm,9,1,['ITEM_53368fc892a2'],True
TERM_4de026f6,hoppala,44,11,"['ITEM_085a23593fb0', 'ITEM_28a222066c24', 'ITEM_360a1bc19b0c', 'ITEM_8771a92eb600', 'ITEM_b461e7e05eaa', 'ITEM_b6e199583e8c', 'ITEM_cbf556288b24', 'ITEM_ddc089767903', 'ITEM_e39eb90c5491', 'ITEM_f10d25d07df3', 'ITEM_f7409fa677a4']",True
TERM_4e1b7ed0,a36,3,1,['ITEM_c0b05bdfdb2f'],True
TERM_4e4a444c,cam kapaklı dolap,3,1,['ITEM_b227aeadc9a7'],True
TERM_4e81a55c,gabardin pantolon,124,33,"['ITEM_04399d7c7c41', 'ITEM_1759f137da18', 'ITEM_1762ff080138', 'ITEM_1b3ebbb5e3e5', 'ITEM_24004d412f98', 'ITEM_28553b345e0c', 'ITEM_37e9ca274492', 'ITEM_44a26b256fbc', 'ITEM_470ccaf68056', 'ITEM_472f871ab359', 'ITEM_4f206a2efb8c', 'ITEM_52558d4a00bc', 'ITEM_598f9fcceddb', 'ITEM_78a7cbb05a82', 'ITEM_7926db6b1e3e', 'ITEM_7e5833e67ebf', 'ITEM_7f8ad808b55f', 'ITEM_81afae841baf', 'ITEM_9691e7f07c59', 'ITEM_9929c6bcf0bf', 'ITEM_b0425efb5661', 'ITEM_b1773fbca7ce', 'ITEM_b200dc0cab91', 'ITEM_dabdb2a2a583', 'ITEM_db80e60b39c4', 'ITEM_dfa95689ffdd', 'ITEM_e61782522762', 'ITEM_ee18fcd082d7', 'ITEM_f0557667c5a8', 'ITEM_f07526bb2391', 'ITEM_f4e53f0fe826', 'ITEM_fbbf72c08a60', 'ITEM_fca532701555']",True
TERM_4eb30639,sagaza studio elbise,29,6,"['ITEM_1e6c20a3b556', 'ITEM_5b98e2ae4682', 'ITEM_5da6195ccf3c', 'ITEM_5fa34f98a3d0', 'ITEM_951b7d746212', 'ITEM_e0df265ba093']",True
TERM_4ecab78c,eşortman takım,10,3,"['ITEM_3dfd6bfd4a12', 'ITEM_c278207d6c6c', 'ITEM_e22938419dc8']",True
TERM_4f5f91b8,adidas ultraboost 5,17,5,"['ITEM_13eb33bc5b2e', 'ITEM_601342cec73d', 'ITEM_a681a66979c1', 'ITEM_ad00f535fd16', 'ITEM_fd0319fd2732']",True
TERM_4f88a923,ahşap pazıl,14,3,"['ITEM_1f153b0740b6', 'ITEM_5403202f0179', 'ITEM_674d74d393f0']",True
TERM_4ff7e436,shilajit,29,8,"['ITEM_09498e98116f', 'ITEM_1796605dfe80', 'ITEM_22db75663ef3', 'ITEM_264885879ca3', 'ITEM_6cc6f0d3d82e', 'ITEM_9f5475417e8f', 'ITEM_e01b5b14eeb7', 'ITEM_fbe188e22449']",True
TERM_504bb319,ateş kehribar,15,3,"['ITEM_7672a883ce78', 'ITEM_86f102381ad6', 'ITEM_ff1e35b1b39a']",True
TERM_50a48c9b,sateen gömlek,102,23,"['ITEM_0ea05e6343dd', 'ITEM_2f5b68dc5232', 'ITEM_3bf4a5327817', 'ITEM_3c1f81453d16', 'ITEM_3f33b1e06f9d', 'ITEM_6b4c281e77e9', 'ITEM_760a61826f30', 'ITEM_7aa4bfad975f', 'ITEM_8200c8a899d5', 'ITEM_972f103d4114', 'ITEM_99afb46710e5', 'ITEM_a341674672d6', 'ITEM_a87a42853e83', 'ITEM_b7b0104ec54f', 'ITEM_b7d3d05a21a9', 'ITEM_b866b6abb6c6', 'ITEM_c19918ae864f', 'ITEM_c772bdf738f1', 'ITEM_d504df7e4467', 'ITEM_d85c43c49863', 'ITEM_e40cfe64c526', 'ITEM_f663eca7531f', 'ITEM_fbcc2b7b1463']",True
TERM_50b1c1c1,yenilebilir pasta süsü,49,13,"['ITEM_00c17b9fbb58', 'ITEM_24b5886c6039', 'ITEM_3e80f51140a1', 'ITEM_42b1bc2ca9ee', 'ITEM_6c765a7f6f67', 'ITEM_7dc31b6d6674', 'ITEM_8b7e2925b894', 'ITEM_936bbaa549c0', 'ITEM_a9d7b53fef54', 'ITEM_a9ef729b85e9', 'ITEM_c781ae0e7352', 'ITEM_eb0dd5000184', 'ITEM_f7057c80ee0b']",True
TERM_51772210,harby çikolata,8,2,"['ITEM_13cb7ae603c4', 'ITEM_bccb7a77028e']",True
TERM_52365c67,beyaz kürk ceket,10,3,"['ITEM_7c4231ea8b94', 'ITEM_84bc1ab430af', 'ITEM_dfd43b8edc19']",True
TERM_525ab4b8,katlanır bebek küveti,3,1,['ITEM_bdbc8681b98d'],True
TERM_52f20a50,antepsepeti,125,29,"['ITEM_1adec2227ce2', 'ITEM_1b074e52d47e', 'ITEM_1cc9807719e6', 'ITEM_311f8e562b94', 'ITEM_36ae2c2a92bb', 'ITEM_3a4a21858472', 'ITEM_3dafdde17e76', 'ITEM_4aa1c5b35055', 'ITEM_527f512fc5a1', 'ITEM_5ec10c8a50fc', 'ITEM_6631241d4a9b', 'ITEM_666128754266', 'ITEM_7242ce3734ad', 'ITEM_758904ee8e77', 'ITEM_76b67f02008e', 'ITEM_7e3e833aced4', 'ITEM_80a427db9f7a', 'ITEM_8a6af579c064', 'ITEM_91013660e7a0', 'ITEM_92be0798d405', 'ITEM_9895757075a4', 'ITEM_bcc18cd5ed5c', 'ITEM_d3b15115a0b0', 'ITEM_d45b0731614e', 'ITEM_dbcb2652b68c', 'ITEM_ebf86d6b567c', 'ITEM_eed5f2045da6', 'ITEM_f0daa4664fdc', 'ITEM_fb5dd9df1cf3']",True
TERM_52f5ef13,çiçek arajman,37,10,"['ITEM_135e7121ca0b', 'ITEM_35a54cc4fc14', 'ITEM_47400cff0dc0', 'ITEM_5fad006d85ba', 'ITEM_716dd24ad5d9', 'ITEM_770ccc122977', 'ITEM_845280bb0b5c', 'ITEM_8b2cfa0c156e', 'ITEM_cf701aab70d0', 'ITEM_e1f1cf20472c']",True
TERM_52fd358d,tyt sosyal deneme,30,8,"['ITEM_0a22982c29aa', 'ITEM_0aa0880a2792', 'ITEM_1bbc3f548685', 'ITEM_248e390076cf', 'ITEM_26bbc61a237d', 'ITEM_435c066c6a83', 'ITEM_94e166811214', 'ITEM_9a7b210fcbbd']",True
TERM_530ab501,celleanser,21,5,"['ITEM_2addb2ffddd9', 'ITEM_47714c242310', 'ITEM_615cbc1a2aea', 'ITEM_a60a789ab725', 'ITEM_d9fbbc59f6cb']",True
TERM_537525b4,örgü peynir,17,3,"['ITEM_7d689369afdc', 'ITEM_8deac030cc1f', 'ITEM_ef78cb70b3a5']",True
TERM_5384b198,cacharel takım elbise,59,14,"['ITEM_085d1196618b', 'ITEM_0a8b99f6aa80', 'ITEM_0ecdd0d5dc40', 'ITEM_4a7a2486f9dc', 'ITEM_7a7bbdadc162', 'ITEM_7bd4310de6a7', 'ITEM_805abb89af1d', 'ITEM_950661196ac5', 'ITEM_9a951b7a6ef9', 'ITEM_a7fddfd8fb1a', 'ITEM_e840de040bea', 'ITEM_ed4c1c957284', 'ITEM_f6e5182fe960', 'ITEM_fd233c43db49']",True
TERM_5416809f,mürdüm şal,45,12,"['ITEM_028dc67fbe24', 'ITEM_0d932311a2db', 'ITEM_2e81ff8f7f9a', 'ITEM_45a6b397a792', 'ITEM_64a54b70982c', 'ITEM_9a4d0bfeb6b9', 'ITEM_9ec49e5a5d4b', 'ITEM_a89811b0d4b7', 'ITEM_afbd0bbeffdc', 'ITEM_b50b4088a1fe', 'ITEM_c55783814a31', 'ITEM_d7fcd1759a29']",True
TERM_54dd824c,gap sweat,32,8,"['ITEM_94be779b4016', 'ITEM_a116f5210a21', 'ITEM_c9f316a8fcc2', 'ITEM_d6795dc80d41', 'ITEM_e007f78ec520', 'ITEM_e7afaf638f95', 'ITEM_e8bf61ebdfd8', 'ITEM_faa880d6fc3d']",True
TERM_54efdd0e,kız çocuk tesettür elbise,102,23,"['ITEM_0347ca9496d1', 'ITEM_0c0333d6f45e', 'ITEM_1e396ef1d05d', 'ITEM_335fe59b7daf', 'ITEM_3c2eed00b2fb', 'ITEM_3d0cc83e982e', 'ITEM_3d4fd02ca992', 'ITEM_491d2dfaaa92', 'ITEM_4eeb7857d1dd', 'ITEM_516ebac343c1', 'ITEM_5ac592e4bdac', 'ITEM_5de3160d8295', 'ITEM_6a9f9a408976', 'ITEM_7941d944cdea', 'ITEM_79752141e613', 'ITEM_87ca51468d27', 'ITEM_a1d5510851a7', 'ITEM_a71010df9595', 'ITEM_bdf62fcce58b', 'ITEM_c997c312d539', 'ITEM_d56d10efce30', 'ITEM_f0ccaa2029ac', 'ITEM_f4a037a3918d']",True
TERM_558fadd1,kelepçe kek kalıbı,8,2,"['ITEM_298144f4a89d', 'ITEM_d045f4ef4488']",True
TERM_55a9282e,galatasaray eşofman altı,26,7,"['ITEM_2c591cdbd147', 'ITEM_5711bff7a90f', 'ITEM_59bcddcc5f59', 'ITEM_6eb8434977e2', 'ITEM_8330e15035e0', 'ITEM_a664801f7093', 'ITEM_da0858c69f98']",True
