item_id,title,category,brand,gender,age_group,attributes
ITEM_2686e6a2c651,10.5cm mini şarjlı uv fener - uv oje kurutucu fener 120/60 saniye zaman ayarlı beyaz slim kasa,kozmetik & kişisel bakım/makyaj/tırnak/oje kurutucu,gaman,unknown,unknown,menşei: cn
ITEM_7d50b630ab5e,hak plastik 4 no yedek antik saksı altlığı 16 cm no:4,ev & mobilya/mobilya/bahçe mobilyaları/saksılık,yokyokavm,unknown,unknown,"materyal: plastik, renk: siyah, stil: modern, tema / stil: modern, özellik: uzun, color detail: siyah"
ITEM_cec16f66dafc,çift kişilik jakar saten nevresim takımı brınley ekru,ev & mobilya/ev/ev tekstili/yatak odası tekstili/nevresim takımı/çift kişilik nevresim,taç,unknown,unknown,"materyal: pamuklu, boyut/ebat: 240 x 260, çarşaf türü: lastiksiz, renk: ekru, materyal bileşeni: 100% pamuk, yıkama talimatı: type 1, kutu durumu: kutulu, color detail: ekru"
ITEM_76adb7b21f4a,altın metal dedektörü turuncu renk hazine avcısı pil,bahçe & elektrikli el aletleri/elektrikli el aletleri/ölçüm cihazı,unichrome,unknown,unknown,"tip: metal dedektörü, garanti süresi: 2 yıl, menşei: cn, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz."
ITEM_06e514e46b62,"kreş ayakkabisi,panduf ,ev ayakkabi,ev patiği",ayakkabı/ev terliği & botu/panduf,hızlı al,erkek,çocuk,"taban: kauçuk, ortam: lounge/home, materyal: dokuma, renk: sarı, taban materyali: eva, saya materyali: tekstil, topuk boyu: kısa topuklu (1- 4 cm), iç taban materyali: tekstil, astar materyali: tekstil, bağlama şekli: bağcıksız, yıkama talimatı: type 1, topuk tipi: düz topuklu, desen: düz, kumaş tipi: dokuma, koleksiyon: homewear, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, paket içeriği: 1'li, menşei: tr, color detail: sari"
ITEM_18323577b22d,40x140 cm fransız köylü desen runner leke tutmaz baskılı tay tüyü kumaş masa örtüsü dekoratif,ev & mobilya/ev/sofra & mutfak/sofra/runner & amerikan servisi,aymira home,unknown,unknown,"boyut/ebat: 40 x 140, şekil: dikdörtgen, renk: bordo, materyal: polyester, parça sayısı: 1, yıkama talimatı: tp 1, materyal bileşeni: polyester, menşei: tr, bakım talimatları (genel): nemli bir bezle silin., color detail: bordo"
ITEM_bf3dd3818c84,beyaz zeminli çini desenli dijital baskılı özel tasarım süet runner,ev & mobilya/ev/sofra & mutfak/sofra/runner & amerikan servisi,realhomes,unknown,unknown,"boyut/ebat: 40 x 140, şekil: dikdörtgen, renk: beyaz, materyal: polyester, yıkama talimatı: type 1, materyal bileşeni: %100 polyester, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: renkli"
ITEM_805138f45718,tanrıça 18 ayar beyaz altın kaplama ayarlanabilir gümüş su yolu bileklik,aksesuar/takı & mücevher/bileklik/gümüş bileklik,so chic...,kadın,yetişkin,"taş cinsi: zirkon, renk: beyaz, ayar: 925 ayar, materyal: gümüş, menşei: cn, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: beyaz altın kaplama"
ITEM_c9195bfce862,deo 150ml women pearl beauty fine black 1 adet,kozmetik & kişisel bakım/parfüm ve deodorant/deodorant ve roll on,nivea,unisex,yetişkin,"hacim: 150 ml, menşei: tr"
ITEM_76852ce425b4,- araba için çift taraflı silikonize bant - 10 mm x 5 metre,otomobil & motosiklet/otomobil/oto bakım & temizlik/oto bakım seti,megabond,unknown,unknown,unknown
ITEM_f8e5a35df5ab,saç boyası göz alıcı renk 3-65 çikolata kahve,kozmetik & kişisel bakım/saç bakım/saç boyası,palette,kadın,unknown,"form: tüp, renk: kahverengi, kalıcılık: kalıcı, color detail: çikolata kahve"
ITEM_0680b7500d49,stitch peluş uyku arkadaşı peluş uyku oyuncağı 25 cm,anne & bebek & çocuk/oyuncak/peluş oyuncak,otwo,unisex,çocuk,"renk: mavi, boyut: 35 cm, yaş: 3+ yaş, dil: türkçe, pil ile mi çalışır?: hayır, piller kutuya dahil mi?: hayır, menşei: cn, color detail: mavi"
ITEM_004eed387ac0,w10214 bimbi hipo çocuk mor yağmur çizmesi,ayakkabı/bot & çizme/çizme,igor,kadın,çocuk,"desen: düz, astar materyali: tekstil, materyal: plastik, topuk boyu: kısa topuklu (1- 4 cm), topuk tipi: düz topuklu, renk: mor, bağlama şekli: bağcıklı, taban materyali: pvc, saya materyali: tekstil, iç taban materyali: tekstil, sürdürülebilirlik detayı: hayır, materyal bileşeni: %92 pamuk, %8 elastan, yıkama talimatı: t102, kumaş tipi: dokuma, koleksiyon: unisex, ortam: casual/günlük, menşei: tr, burun tipi: düz, kutu durumu: kutulu, sezon: kış, dış materyal: tekstil, color detail: 018-malva/mauve"
ITEM_c502951fdea8,"şort, l, çok renkli",giyim/alt giyim/şort & bermuda,elidor x boyner,kadın,yetişkin,"bel: belirtilmemiş, desen: renkli, kalıp: regular, materyal: polyester, renk: çok renkli, kapama şekli: lastikli, kumaş tipi: belirtilmemiş, ürün tipi: düz, siluet: regular, sürdürülebilirlik detayı: hayır, ortam: günlük, boy: belirtilmemiş, materyal bileşeni: 100% polyester, yıkama talimatı: type 1, menşei: tr, kutu durumu: kutu yok, color detail: çok renkli"
ITEM_e5a25b5ae304,xiaomi mi band 9 için hasır desenli renkli kumaş kayış-kordon krd-03,elektronik/elektronik aksesuarlar/giyilebilir teknoloji aksesuarları/akıllı saat aksesuarları/akıllı saat kordon,pilanix,unknown,unknown,"renk: siyah, uyumlu marka: xiaomi uyumlu, uyumlu model: xiaomi mi band 9, color detail: siyah"
ITEM_ffd43cca8c48,arkadaşa özel fotoğraf baskılı benzinli metal çakmak,hobi & eğlence/tütün & tütün aksesuarları/çakmaklar/benzinli çakmak,grafik le reklam baskı merkezi,unknown,unknown,"renk: çok renkli, menşei: tr, color detail: çok renkli"
ITEM_a6afffbf6333,siyah inci tava 20 cm,ev & mobilya/ev/sofra & mutfak/pişirme/tava,cooknkeep,unknown,unknown,"boyut/ebat: 20 cm, parça sayısı: 1, özellik: fırında kullanılabilir, ürün tipi: kızartma tavası, dış materyal: döküm, iç materyal: döküm, renk: siyah, menşei: tr, bakım talimatları (gıda temas): bulaşık makinesinde yıkanabilir., gıda temas sembolü: evet, materyal: inci"
ITEM_f32c06dd2f77,deve tüyü oversize fit kruvaze yaka casual dokuma pardesü,giyim/dış giyim/pardesü & trençkot/pardesü,kip,erkek,yetişkin,"materyal: pamuk, kumaş tipi: dokuma, kalıp: basic fit, renk: kahverengi, yıkama talimatı: type 2, boy: orijinal boy, siluet: kruvaze, desen: düz, kol tipi: standart kol, kol boyu: uzun, sürdürülebilirlik detayı: hayır, ortam: günlük, menşei: tr, color detail: deve tüyü"
ITEM_36b84458f79d,bella çelik 18x10 cm 2.50 lt basık indiksiyon çelik tencere,ev & mobilya/ev/sofra & mutfak/pişirme/tencere,safinox,unknown,unknown,"renk: gri, hacim: 2,5 l, özellik: yapışmaz taban, dış materyal: çelik, iç materyal: döküm, parça sayısı: 1 parça, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., color detail: gri"
ITEM_ce45afcb6137,şirinler halka çocuk altın küpe,aksesuar/takı & mücevher/küpe/altın küpe,çgk çiğdem gürel kuyumculuk,kadın,çocuk,"ayar: 8 ayar, taş cinsi: zirkon, renk: altın, materyal bileşeni: altın, garanti süresi: 2 yıl, materyal: altın, menşei: tr, bakım talimatları (genel): nemli bir bezle silin., özellik: uzun, color detail: gold"
ITEM_5a608153f1c4,renkli mineli çubuk kolye,aksesuar/takı & mücevher/kolye/çelik kolye,mrs flower,kadın,unknown,"taş cinsi: yok, renk: çok renkli, materyal: çelik, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: renk değiştirme, color detail: çok renkli"
ITEM_d22006ae489c,"deniz temalı dekoratif aynalı tablo 23,6 cm x 12,5 cm - grds3356-2049",ev & mobilya/ev/ev dekorasyon/tablo,grandorf,unknown,unknown,"materyal: belirtilmemiş, parça sayısı: 1, renk: çok renkli, çerçeve tipi: çerçevesiz, tema / stil: modern, menşei: tr, color detail: 23,6 cm x 12,5 cm"
ITEM_bac7b2d4f6e5,unisex çocuk yarım yağmur çizmesi tokıo,ayakkabı/bot & çizme/çizme,igor,unisex,çocuk,"desen: düz, astar materyali: tekstil, materyal: plastik, topuk boyu: kısa topuklu (1- 4 cm), topuk tipi: düz topuklu, renk: kahverengi, bağlama şekli: bağcıksız, taban materyali: kauçuk, saya materyali: tekstil, iç taban materyali: tekstil, sürdürülebilirlik detayı: hayır, ek özellik: su geçirmez, yıkama talimatı: type 4, kumaş tipi: dokuma, koleksiyon: unisex, ortam: casual/günlük, menşei: es, burun tipi: düz, kutu durumu: kutulu, sezon: tüm sezonlar, color detail: caramel"
ITEM_8817e10035df,6000 1971 sade renkli duvar kağıdı (5 m²),ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar kağıdı,bien duvar kağıtları,unknown,unknown,"renk: beyaz, kullanım alanı: salon / oturma odası, özellik: yapışkan gerekli, color detail: no color"
ITEM_1abf21b51223,şardonlu crop sweatshirt kapüşonlu fermuarlı korse detaylı kolej baskılı cepli,giyim/üst giyim/sweatshirt,koton,kadın,genç,"kutu durumu: kutu yok, kol tipi: uzun kol, desen: baskılı, kalıp: slim, yaka tipi: kapüşonlu, kumaş tipi: örme, renk: ekru, materyal: tekstil, kapama şekli: fermuarlı, ürün detayı: fermuar, kol boyu: uzun, koleksiyon: sportswear, paket içeriği: tekli, ortam: casual/günlük, boy: crop, siluet: crop, dokuma tipi: kaşkorse, baskı/nakış tekniği: baskısız, sürdürülebilirlik detayı: hayır, materyal bileşeni: 66% pamuk, 34% polyester, yıkama talimatı: detaylı bakım talimatları için lütfen ürün etiketini kontrol ediniz., menşei: tr, color detail: ekru"
ITEM_fa18d0f566ec,üçlü soft renk mumluk,ev & mobilya/ev/ev dekorasyon/şamdan & mumluk,lalezen home,unknown,unknown,"renk: çok renkli, materyal: beton, boyut/ebat: 5 x 6, parça sayısı: 3, menşei: tr, color detail: soft renk"
ITEM_f688285052a0,modal şalvar pantolon pn0377-pne,giyim/alt giyim/pantolon,addax,kadın,yetişkin,"materyal: polyester, kumaş tipi: dokuma, paça tipi: boru paça, bel: normal bel, desen: düz, renk: kahverengi, cep: çift cepli, koleksiyon: sportswear, astar durumu: astarsız, boy: regular, siluet: havuç/şalvar, ortam: casual/günlük, kalıp: relaxed, ek özellik: ek özellik mevcut değil, dokuma tipi: modal kumaş, persona: fashion forward, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, yıkama talimatı: type 1, menşei: tr, kutu durumu: kutu yok, color detail: kahve"
ITEM_143e6f5acf98,koyu mavi kadın mavi spor slim sort / bermuda,giyim/alt giyim/şort & bermuda,collezione,erkek,yetişkin,"bel: normal bel, desen: düz, kalıp: slim, materyal: pamuklu, renk: mavi, kumaş tipi: dokuma, paket içeriği: tekli, cep: cepsiz, ürün tipi: düz, ek özellik: esnek, siluet: regular, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, ortam: günlük, boy: regular, materyal bileşeni: 98% pamuk, 2% elastan, yıkama talimatı: type 1, kutu durumu: kutu yok, color detail: koyumavi"
ITEM_670814f4766b,yeni baskı 7. sınıf sayısal zoru bankası,kitap/eğitim/ders ve yardımcı kitaplar,tonguç yayınları,unknown,unknown,"boyut: normal boy, sınıf: 8. sınıf, basım dili: türkçe, yazar: anonim, sayfa sayısı: 201-250, setli/tekil: tekil ürün, ders: matematik, basım yılı: 2021, kitap içeriği: soru bankası"
ITEM_60f52a0effb8,kadın bej termo taban bağcıklı spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,tonny black,kadın,yetişkin,"taban tipi: kaydırmaz taban, koleksiyon: basic, dış materyal: suni deri, bağlama şekli: bağcıklı, renk: siyah, materyal: suni deri, saya materyali: suni deri, astar materyali: tekstil, iç taban materyali: tekstil, taban materyali: termoplastik, topuk boyu: kısa topuklu (1- 4 cm), persona: cool & comfort, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, topuk tipi: kalın topuklu, ortam: casual/günlük, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, ürün detayı: suni deri, menşei: tr, kutu durumu: kutulu, sezon: tüm sezonlar, color detail: bej"
ITEM_c81e83d4dbb9,195/50 r15 82h ventus prime 3 k125 yaz binek 2024,otomobil & motosiklet/lastik & jant/lastik,hankook,unknown,unknown,"taban genişliği: 195 mm, kesit oranı: 50, jant çapı: 15, yıl: 2024, mevsim: yaz, islak zeminde frenleme: a, yakıt verimliliği: e, araç tipi: binek, hız endeksi: h, yük endeksi: 82, garanti süresi: 2 yıl, gürültü seviyesi: 71 db, menşei: hu, tamir edilebilirlik: tamir edilebilir, satıcı ile iletişime geçiniz., özellik: hava"
ITEM_c3171d08f0c0,samsung galaxy a35 5g kılıf kart şeffaf silikon - şeffaf-(5796) - voanfd6278-5922,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,feifei,unknown,unknown,"materyal: silikon, cep telefonu modeli: samsung galaxy s25, renk: çok renkli, uyumlu marka: samsung uyumlu, menşei: cn, color detail: renkli"
ITEM_22bde2b83c7e,"3,3cm gül çiçek tomurcuğu silikon kalıp k-1476, polyester taş tozu sabun alçı mum kalıbı",kırtasiye & ofis malzemeleri/sanatsal malzemeler/kokulu taş & kalıp,morlalem m,unknown,unknown,menşei: tr
ITEM_34abe9215cc8,neon tavan lambası ikili / latv20,otomobil & motosiklet/otomobil yedek parça/elektrik aksam/oto far,otovo,unknown,unknown,"araç marka ve model: universal, far (ampul) tipleri: led, garanti süresi: 1 yıl"
ITEM_4cf4e20e1c80,vintage siyah yıkamalı baggy jean,giyim/alt giyim/pantolon,st.poll,unisex,genç,"materyal: pamuklu, kumaş tipi: denim, paça tipi: bol paça, bel: yüksek bel, desen: düz, renk: siyah, cep: 5 cep, ürün detayı: yıkamalı, koleksiyon: denim, kalınlık: orta, astar durumu: astarsız, boy: uzun, siluet: basic, ortam: günlük, kalıp: baggy fit, ek özellik: yıkamalı, dokuma tipi: flamlı pamuk, persona: cool & comfort, baskı/nakış tekniği: baskısız, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: organik, materyal bileşeni: pamuk, yıkama talimatı: 30 derecede yıkanmalıdır., sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, kapama şekli: yarım pat fermuar, paket içeriği: tekli, color detail: siyah"
ITEM_8c92f1076a3a,"2 adet gri-siyah pilav kaşiği yüksek isıya dayanıklı sert uçlu silikon pilav kaşığı 22,5 cm",ev & mobilya/ev/sofra & mutfak/sofra/çatal & bıçak & kaşık,hzl home,unknown,unknown,"materyal: plastik, parça sayısı: 2, renk: siyah, kişi sayısı: belirtilmemiş, ürün tipi: kaşık seti, menşei: cn, garanti süresi: 2 yıl, bakım talimatları (gıda temas): bulaşık makinesinde yıkanabilir., gıda temas sembolü: evet, color detail: siyah"
ITEM_8f0b31521f4f,bohem çiçek desen soft şal ada çayı,giyim/tesettür giyim/tesettür şal,lamelif,kadın,yetişkin,"yıkama talimatı: type 1, desen: şal desen, materyal bileşeni: pamuk, menşei: tr, materyal: pamuklu, renk: yeşil, color detail: ada çayı"
ITEM_33579b601837,haydi anlat küpleri,anne & bebek & çocuk/oyuncak/eğitici oyuncak,redka,unknown,çocuk,"yaş: 3+ yaş, piller kutuya dahil mi?: hayır, dil: türkçe, pil ile mi çalışır?: hayır"
ITEM_f86943481801,en güzel seçme masallar 1. sınıflar için büyük boy resimli 10 kitap pinokyo-pamuk prenses vs,kitap/çocuk ve ebeveyn kitapları/çocuk masal ve öykü kitabı,gönül yayincilik,unknown,unknown,"boyut: büyük boy, basım dili: türkçe, yazar: anonim, yaş: 3 - 6 yaş, basım yılı: 2025, sayfa sayısı: 1-25, setli/tekil: setli ürün, menşei: tr"
ITEM_b9375cc33505,mavi mini shape yıldız folyo balon 6 adet,hobi & eğlence/parti malzemeleri/balon,parti sürprizi,unknown,unknown,"balon çeşidi: folyo balon, renk: mavi, menşei: tr, color detail: mavi"
ITEM_0adff55e0298,raise the bar / gym sırt baskılı sıfır kollu bisiklet yaka spor tshirt,giyim/üst giyim/t-shirt,vordevia,unisex,yetişkin,"desen: baskılı, kalıp: oversize, yaka tipi: bisiklet yaka, materyal: pamuklu, kumaş tipi: örme, kol tipi: kolsuz, renk: siyah, paket içeriği: tekli, teknik: dijital baskı, cep: cepsiz, ürün detayı: mevcut değil, kol boyu: kısa, koleksiyon: young, boy: uzun, ortam: günlük, ek özellik: ek özellik mevcut değil, baskı/nakış tekniği: dijital baskı, sürdürülebilirlik detayı: hayır, dokuma tipi: 24/1 penye süprem, siluet: basic, persona: young, materyal bileşeni: 100% pamuk, yıkama talimatı: 30 derece ters, sezon: yaz, menşei: tr, kutu durumu: kutu yok, color detail: siyah"
ITEM_9aa2b3c0a5c0,kontur & aydınlatıcı wonder stıck açık ton,kozmetik & kişisel bakım/makyaj/ten makyajı/kapatıcı,niyenabeauty,unknown,unknown,"form: stick, renk: lacivert, kapatıcılık: hafif, suya/tere dayanıklılık: var, kutu durumu: kutu yok, color detail: açık ton"
ITEM_4b55b0cdf817,ck oversized core print logo hood,giyim/üst giyim/sweatshirt,calvin klein,kadın,yetişkin,"kutu durumu: kutu yok, kol tipi: uzun kol, desen: baskılı, kalıp: regular, yaka tipi: kapüşonlu, renk: beyaz, kumaş tipi: dokuma, materyal: pamuklu, kapama şekli: kapamasız, cep: çift cepli, ürün detayı: dokuma detaylı, kol boyu: uzun, koleksiyon: sportswear, paket içeriği: tekli, ortam: sportswear, boy: standart, siluet: regular, ek özellik: ek özellik mevcut değil, dokuma tipi: 3 iplik, persona: smart, baskı/nakış tekniği: transfer baskı, sürdürülebilirlik detayı: hayır, materyal bileşeni: 64% organik pamuk, 36% polyester, yıkama talimatı: type 1, sezon: kış, menşei: tr, parça sayısı: 1, color detail: gri/beyaz"
ITEM_bffb77c1adba,beyaz kadın off shoulder uzun kollu bluz sh327,giyim/üst giyim/bluz & tunik/bluz,seeh,kadın,yetişkin,"desen: düz, kalıp: regular, yaka tipi: dik yaka, kumaş tipi: dokuma, materyal: pamuklu, kol tipi: uzun kol, renk: beyaz, ürün tipi: düz, boy: standart, kol boyu: uzun, ortam: casual/günlük, siluet: uzun, dokuma tipi: düz dokuma, kemer/kuşak durumu: kemerli, sürdürülebilirlik detayı: hayır, yıkama talimatı: type 1, menşei: tr, color detail: beyaz"
ITEM_dc016a0ffce7,modern serisi - goldie tek kırlent kılıfı,ev & mobilya/ev/ev dekorasyon/kırlent & kırlent kılıfı,thebohohomedecor,unknown,unknown,"materyal: saten, renk: altın, parça sayısı: 1 parça, şekil: kare, üretim şekli: makine, çeşit: kırlent kılıfı, tema / stil: modern, materyal bileşeni: pamuk, yıkama talimatı: elde yıkama / kuru temizleme, menşei: tr, color detail: gold"
ITEM_cc412e07da08,kadin ekru renk %100 keten truvakar kollu gömlek,giyim/üst giyim/gömlek,orfeo negro,kadın,yetişkin,"desen: düz, kalıp: belirtilmemiş, yaka tipi: v yaka, kumaş tipi: belirtilmemiş, kol tipi: truvakar kol, renk: ekru, materyal: belirtilmemiş, kapama şekli: düğmeli, ürün detayı: detaysız, cep: cepsiz, kol boyu: truvakar kol, koleksiyon: design, boy: regular, ortam: gündüz / gece, siluet: basic, ek özellik: ek özellik mevcut değil, dokuma tipi: keten, baskı/nakış tekniği: baskısız, persona: fashion forward, sürdürülebilirlik detayı: hayır, kemer/kuşak durumu: kemersiz, materyal bileşeni: % ""-"", yıkama talimatı: type2, sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, color detail: ekru"
ITEM_bf704a1571f1,intch - silverinox çift demlikli çay semaveri 10 litre,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/çay makinesi,işıkgaz,unknown,unknown,"voltaj: 220 - 240 v, model: semaver, materyal: çelik, renk: gümüş, otomatik kapanma: var, demlik kapasitesi: belirtilmemiş, demlik malzemesi: metal, su kapasitesi: belirtilmemiş, garanti süresi: 2 yıl, priz tipi: c / f, frekans: 50 hz / 60 hz, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., özellik: uzun, color detail: paslanmaz"
ITEM_e8fc8892f5f3,kadın kırmızı casual bağcıklı kalın taban yumuşak lastikli konforlu sneaker yürüyüş ayakkabısı,ayakkabı/spor ayakkabı/sneaker,bouis,kadın,yetişkin,"taban tipi: düz taban, koleksiyon: basic, dış materyal: suni deri, bağlama şekli: bağcıklı, renk: kırmızı, materyal: suni deri, saya materyali: suni deri, astar materyali: suni deri, iç taban materyali: tekstil, topuk boyu: kısa topuklu (1- 4 cm), persona: cool & comfort, ek özellik: ortopedik taban, sürdürülebilirlik detayı: hayır, topuk tipi: düz topuklu, materyal bileşeni: 100% suni deri, ortam: klasik, yıkama talimatı: type 4, desen: düz, kumaş tipi: dokuma, color detail: kırmızı"
ITEM_0c7c3f1c9bbd,hakiki deri siyah kadın deri loafer ayakkabı trc-9901,ayakkabı/günlük ayakkabı/babet,deripabuc,kadın,yetişkin,"sezon: tüm sezonlar, koleksiyon: design, materyal: hakiki deri, renk: siyah, taban materyali: termoplastik, saya materyali: hakiki deri, topuk boyu: kısa topuklu (1- 4 cm), iç taban materyali: hakiki deri, astar materyali: hakiki deri, bağlama şekli: bağcıksız, persona: cool & comfort, topuk tipi: düz topuklu, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: hayır, materyal bileşeni: 100% deri, ortam: casual/günlük, yıkama talimatı: nemli bezle siliniz, desen: düz, kumaş tipi: belirtilmemiş, menşei: tr, kutu durumu: kutulu, kalıp: regular, dış materyal: hakiki deri, burun tipi: yuvarlak, color detail: siyah"
ITEM_a015c036befe,peluş rahat taban hafif kadin ev ve misafir terliği,ayakkabı/ev terliği & botu/ev terliği,gezer,kadın,yetişkin,"taban: tekstil, materyal: peluş, bağlama şekli: bağcıksız, taban materyali: poli, iç taban materyali: tekstil, renk: mor, topuk boyu: kısa topuklu (1- 4 cm), saya materyali: peluş, astar materyali: tekstil, ek özellik: ek özellik mevcut değil, sürdürülebilirlik detayı: evet, topuk tipi: düz topuklu, persona: cool & comfort, ortam: homewear, desen: düz, yıkama talimatı: type 4, kumaş tipi: belirtilmemiş, koleksiyon: homewear, menşei: tr, sezon: kış, color detail: lila havlu"
ITEM_b3f4a54fb71c,kadın süs cepli düğmeli etekli takım,giyim/tesettür giyim/tesettür takımlar/tesettür alt - üst takım,modapark.ist,kadın,yetişkin,"dokuma tipi: krep, siluet: beli lastikli, desen: düz, kalıp: a-line, yaka tipi: v yaka, kumaş tipi: dokuma, materyal: kumaş, renk: krem, cep: sahte, kol boyu: uzun, koleksiyon: tesettür giyim, alt-üst takım: bluzlu etekli, ek özellik: ek özellik mevcut değil, kol tipi: takma kol, sürdürülebilirlik detayı: evet, kapama şekli: düğmeli, boy: uzun, kemer/kuşak durumu: kemersiz, persona: cool & comfort, ortam: casual/günlük, bel: normal bel, astar durumu: astarsız, kalınlık: orta, yıkama talimatı: 30°hassas yikama sağlanmalidir, paça tipi: paçasız, paket içeriği: 2'li, sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, color detail: krem"
ITEM_8102b0d1ccb6,kobeni sonunda hamburgeri düşürmedi! testere adam! tablo ahşap poster dekoratif,ev & mobilya/ev/ev dekorasyon/tablo,universal,unknown,unknown,"materyal: ahşap, parça sayısı: 1, renk: çok renkli, çerçeve tipi: çerçevesiz, tema / stil: doğa, color detail: karışık"
ITEM_4343457a15d4,ps4 pes 2021 sıfır jelatin(ithalatçı garantili),elektronik/oyun & oyun konsolları/playstation oyunları/ps4 oyunu,tahtakale online,unknown,unknown,"oyun türü: spor, bluetooth: var"
ITEM_f552aeeeb933,3 katlı metal çiçeklik dekoratif lüks bahçe mobilyası bahçe balkon raf saksılık,ev & mobilya/mobilya/bahçe mobilyaları/saksılık,emkatex,unknown,unknown,"materyal: metal, renk: siyah, yükseklik: 60 cm, stil: modern, tema / stil: modern, menşei: tr, özellik: raflı, color detail: siyah"
ITEM_88bccb75eec1,phytocolor bitkisel saç boyası ''1 siyah'',kozmetik & kişisel bakım/saç bakım/saç boyası,phyto,kadın,yetişkin,"form: tüp, renk: siyah, özellik: amonyaksız, kalıcılık: kalıcı, menşei: fr, color detail: no color"
ITEM_567319b18c3e,çok amaçlı membran kapaklı dolap mutfak dolabı kiler dolabı tek kapaklı çok amaçlı banyo dolabı tek,ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak dolapları/çok amaçlı dolap,irmak dünyasi,unknown,unknown,"materyal: suntalam, çekmece sayısı: 1, renk: beyaz, model: boyuna, yükseklik: 130 cm, genişlik: 40 cm, derinlik: 42 cm, garanti süresi: 1 yıl, stil: modern, tema / stil: modern, menşei: tr, özellik: kapaklı, color detail: beyaz"
ITEM_2331eaa54a8c,kütük bardak altlığı 5'li,ev & mobilya/ev/sofra & mutfak/sofra/bardak altlığı,bupa,unknown,unknown,"parça sayısı: 5, materyal: ahşap, şekil: yuvarlak, materyal bileşeni: ahşap, menşei: tr, bakım talimatları (genel): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz., renk: kahverengi, color detail: ahşap"
ITEM_64c750c0142d,isim nakışlı müslin pamuk uyku arkadaşı (emzik askılı) yıkanabilir,anne & bebek & çocuk/oyuncak/bebek & okul öncesi oyuncaklar/uyku arkadaşı,hubb,unknown,bebek,"renk: mor, boyut: 55 cm, yaş: 0 - 1 yaş, dil: türkçe, piller kutuya dahil mi?: hayır, pil ile mi çalışır?: hayır, menşei: tr, color detail: mürdüm"
ITEM_f73a8bc889f8,hmym how i met your mother sarı şemsiye umbrella yellow ince metal anahtarlık,aksesuar/diğer aksesuar/anahtarlık,panorama ajans,unknown,yetişkin,unknown
ITEM_b6fa9dc3e9d8,bol paça model kumas pantolon,giyim/alt giyim/pantolon,cococix,kadın,yetişkin,"materyal: kumaş, kumaş tipi: dokuma, paça tipi: bol paça, bel: normal bel, desen: düz, renk: kırmızı, cep: cepsiz, ürün detayı: paça, koleksiyon: basic, kalınlık: ince, astar durumu: astarsız, boy: regular, siluet: regular, ortam: trend, kalıp: bol, ek özellik: ek özellik mevcut değil, dokuma tipi: deri, persona: smart/office, baskı/nakış tekniği: baskısız, kemer/kuşak durumu: kemersiz, sürdürülebilirlik detayı: hayır, materyal bileşeni: 100% pamuk, yıkama talimatı: type 1, sezon: tüm sezonlar, menşei: tr, kutu durumu: kutu yok, kapama şekli: yarım pat düğme, paket içeriği: 1+, color detail: kırmızı"
ITEM_3f097f3c2786,paris kurabiye kalibi kesici ve damgasi 3d-0304_3,ev & mobilya/ev/sofra & mutfak/yemek hazırlık/hamur şekillendirici,adana pasta malzemeleri,unknown,unknown,"materyal: pla, menşei: tr, bakım talimatları (gıda temas): ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz."
ITEM_2fb66b8e5691,teddy peluş 2'li papatya yastık 35 x 20 cm,ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk yastık ve kılıfı,cherry bloom cotton,unknown,unknown,"materyal: peluş, boyut/ebat: 30 x 30, renk: kahverengi, materyal bileşeni: pamuklu, yıkama talimatı: 30 derecede mini yıkama, paket içeriği: 2'li, menşei: tr, color detail: kahverengi"
