category,rows,positive_rate,precision,recall,f1
kitap/roman ve edebiyat/roman,20.0,0.35,0.6666666666666666,0.2857142857142857,0.4
anne & bebek & çocuk/oyuncak/figür oyuncaklar/karakter figür oyuncak,20.0,0.25,0.8,0.8,0.8
kozmetik & kişisel bakım/makyaj/tırnak/oje,20.0,0.15,1.0,0.6666666666666666,0.8
banyo yapı & hırdavat/hırdavat/mobilya hırdavatı,20.0,0.4,1.0,0.5,0.6666666666666666
ev & mobilya/mobilya/çalışma odası/çalışma masası,20.0,0.0,0.0,0.0,0.0
giyim/tesettür giyim/tesettür elbise,20.0,0.2,0.75,0.75,0.75
ayakkabı/spor ayakkabı/basketbol ayakkabısı,20.0,0.1,1.0,0.5,0.6666666666666666
kozmetik & kişisel bakım/makyaj/makyaj aksesuarları/makyaj çantası,20.0,0.0,0.0,0.0,0.0
süpermarket/pet shop/kuş ürünleri/kuş kafesi,20.0,0.25,0.14285714285714285,0.2,0.16666666666666666
spor & outdoor/ekipman & aksesuar/boks/boks torbası,19.0,0.5789473684210527,0.6923076923076923,0.8181818181818182,0.75
giyim/spor giyim/spor şort,19.0,0.10526315789473684,0.5,1.0,0.6666666666666666
kozmetik & kişisel bakım/cilt bakım/banyo ve duş ürünleri/katı sabun,19.0,0.15789473684210525,0.5,0.3333333333333333,0.4
otomobil & motosiklet/otomobil/modifiye ürünleri/arma sticker & fosfor şerit,19.0,0.3157894736842105,1.0,0.3333333333333333,0.5
aksesuar/çanta/okul çantası,19.0,0.21052631578947367,0.75,0.75,0.75
hobi & eğlence/parti malzemeleri/düğün&kına &nikah malzemeleri/söz hediyelik,19.0,0.3684210526315789,0.75,0.42857142857142855,0.5454545454545454
kozmetik & kişisel bakım/cilt bakım/cilt bakım seti,18.0,0.2777777777777778,1.0,0.6,0.75
giyim/spor giyim/spor yağmurluk & rüzgarlık,18.0,0.2222222222222222,1.0,0.5,0.6666666666666666
elektronik/giyilebilir teknoloji/akıllı saat,18.0,0.4444444444444444,1.0,0.5,0.6666666666666666
elektronik/bilgisayar grubu/bilgisayarlar/dizüstü bilgisayarlar/oyuncu dizüstü bilgisayarı,18.0,0.16666666666666666,1.0,1.0,1.0
hobi & eğlence/hobi malzemeleri/boncuk,18.0,0.1111111111111111,0.3333333333333333,0.5,0.4
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/çay makinesi,18.0,0.2222222222222222,1.0,0.75,0.8571428571428571
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/makyaj & takı organizeri,18.0,0.1111111111111111,0.0,0.0,0.0
kozmetik & kişisel bakım/saç bakım/saç serum ve yağı,18.0,0.1111111111111111,0.5,0.5,0.5
spor & outdoor/ekipman & aksesuar/bisiklet & aksesuar/bisiklet,18.0,0.1111111111111111,1.0,0.5,0.6666666666666666
ev & mobilya/mobilya/çalışma odası/kitaplık,18.0,0.3888888888888889,1.0,0.14285714285714285,0.25
aksesuar/saç aksesuarı/taç,18.0,0.1111111111111111,0.0,0.0,0.0
elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu klavyesi,18.0,0.6666666666666666,0.875,0.5833333333333334,0.7
ayakkabı/ev terliği & botu/panduf,18.0,0.0,0.0,0.0,0.0
ev & mobilya/ev/ev dekorasyon/mum & kandil,17.0,0.29411764705882354,0.6,0.6,0.6
ev & mobilya/ev/sofra & mutfak/sofra/servis seti,17.0,0.23529411764705882,0.0,0.0,0.0
ev & mobilya/ev/ev tekstili/yatak odası tekstili/yatak örtüsü/tek kişilik yatak örtüsü,17.0,0.17647058823529413,1.0,1.0,1.0
elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/oyuncu donanımları/oyuncu kulaklık,17.0,0.23529411764705882,0.75,0.75,0.75
giyim/tesettür giyim/tesettür pardesü & trençkot/tesettür pardesü,17.0,0.47058823529411764,1.0,0.375,0.5454545454545454
ev & mobilya/ev/sofra & mutfak/yemek hazırlık/yağdanlık,17.0,0.35294117647058826,1.0,0.8333333333333334,0.9090909090909091
ev & mobilya/ev/banyo/banyo aksesuarları/tuvalet kağıtlığı,17.0,0.35294117647058826,0.5714285714285714,0.6666666666666666,0.6153846153846154
elektronik/kişisel bakım aletleri/saç düzleştirici,17.0,0.4117647058823529,1.0,0.42857142857142855,0.6
giyim/tesettür giyim/tesettür pardesü & trençkot/tesettür trençkot,17.0,0.11764705882352941,0.0,0.0,0.0
elektronik/beyaz eşya & iklimlendirme/iklimlendirme/klima,17.0,0.11764705882352941,0.6666666666666666,1.0,0.8
aksesuar/çanta/postacı çantası,17.0,0.29411764705882354,0.8,0.8,0.8
ev & mobilya/mobilya/çalışma odası/çalışma sandalyesi,17.0,0.058823529411764705,0.0,0.0,0.0
anne & bebek & çocuk/çocuk gereçleri/bebek bakım çantası,17.0,0.11764705882352941,1.0,1.0,1.0
ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak sandalyesi,17.0,0.0,0.0,0.0,0.0
ev & mobilya/ev/ev tekstili/yatak odası tekstili/çarşaf&çarşaf takımı/çift kişilik çarşaf takımı,16.0,0.25,0.0,0.0,0.0
aksesuar/takı & mücevher/yüzük/pırlanta yüzük,16.0,0.375,0.5714285714285714,0.6666666666666666,0.6153846153846154
hobi & eğlence/hediyelik ürünler/hediye poşeti,16.0,0.375,0.5,0.5,0.5
ev & mobilya/ev/sofra & mutfak/sofra/kupa,16.0,0.3125,0.6,0.6,0.6
anne & bebek & çocuk/çocuk gereçleri/bebek arabası & puset/bebek arabası aksesuarları,16.0,0.1875,0.0,0.0,0.0
elektronik/beyaz eşya & iklimlendirme/beyaz eşya/ocak,16.0,0.25,1.0,0.25,0.4
elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/kapak & kılıf,16.0,0.125,0.0,0.0,0.0
aksesuar/diğer aksesuar/anahtarlık,16.0,0.4375,1.0,0.5714285714285714,0.7272727272727273
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/bulaşıklık,15.0,0.4,1.0,0.16666666666666666,0.2857142857142857
kırtasiye & ofis malzemeleri/masaüstü gereçleri/yaka kartı & aksesuarları,15.0,0.4,1.0,0.16666666666666666,0.2857142857142857
kırtasiye & ofis malzemeleri/kalem/fosforlu kalem,15.0,0.06666666666666667,1.0,1.0,1.0
ev & mobilya/ev/ev dekorasyon/tütsü ve buhurdanlık,15.0,0.13333333333333333,0.3333333333333333,1.0,0.5
bahçe & elektrikli el aletleri/elektrikli el aletleri/elektrikli el aleti aksesuar/matkap ucu,15.0,0.4,0.8571428571428571,1.0,0.9230769230769231
giyim/spor giyim/forma,15.0,0.2,1.0,1.0,1.0
aksesuar/takı & mücevher/yüzük/bijuteri yüzük,15.0,0.0,0.0,0.0,0.0
bahçe & elektrikli el aletleri/bahçe/çiçek & bitki yetiştirme/saksı,15.0,0.26666666666666666,1.0,0.5,0.6666666666666666
ev & mobilya/ev/ev gereçleri/ütü masası ve aksesuarı,15.0,0.4666666666666667,0.7,1.0,0.8235294117647058
ev & mobilya/mobilya/elektrik & aydınlatma/masa ve gece lambası,15.0,0.06666666666666667,0.0,0.0,0.0
bahçe & elektrikli el aletleri/bahçe/bahçe dekorasyonu/bahçe aydınlatması,15.0,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666
aksesuar/atkı & bere & eldiven/eldiven,15.0,0.26666666666666666,0.6666666666666666,0.5,0.5714285714285714
giyim/büyük beden/büyük beden ceket,15.0,0.4666666666666667,0.5454545454545454,0.8571428571428571,0.6666666666666666
elektronik/beyaz eşya & iklimlendirme/beyaz eşya/ankastre,15.0,0.4666666666666667,0.7777777777777778,1.0,0.875
ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk yastık ve kılıfı,15.0,0.4,0.5,1.0,0.6666666666666666
aksesuar/kravat & kol düğmesi/kol düğmesi,15.0,0.4,0.5454545454545454,1.0,0.7058823529411765
aksesuar/gözlük/mavi işık korumalı gözlük,15.0,0.4,0.6666666666666666,0.6666666666666666,0.6666666666666666
ev & mobilya/ev/ev tekstili/yatak odası tekstili/yorgan/tek kişilik yorgan,15.0,0.4,0.5714285714285714,0.6666666666666666,0.6153846153846154
kozmetik & kişisel bakım/ağız bakım/diş fırçası/şarj edilebilir diş fırçası,15.0,0.3333333333333333,0.4,0.4,0.4
ev & mobilya/mobilya/mutfak & banyo mobilyası/banyo mobilyası/banyo dolabı seti,15.0,0.3333333333333333,0.4,0.4,0.4
ev & mobilya/ev/ev tekstili/yatak odası tekstili/battaniye/tek kişilik battaniye,15.0,0.3333333333333333,1.0,1.0,1.0
elektronik/beyaz eşya & iklimlendirme/beyaz eşya/buzdolabı,15.0,0.13333333333333333,1.0,1.0,1.0
elektronik/tablet grubu/tablet,14.0,0.21428571428571427,0.5,0.3333333333333333,0.4
bahçe & elektrikli el aletleri/elektrikli el aletleri/matkap,14.0,0.14285714285714285,1.0,0.5,0.6666666666666666
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/yiyecek hazırlama/blender seti,14.0,0.2857142857142857,1.0,0.75,0.8571428571428571
banyo yapı & hırdavat/hırdavat/iş kıyafeti,14.0,0.2857142857142857,0.6666666666666666,0.5,0.5714285714285714
ev & mobilya/ev/ev dekorasyon/oda kokusu,14.0,0.07142857142857142,0.0,0.0,0.0
giyim/bebek giyim/bebek body & zıbın,14.0,0.2857142857142857,0.0,0.0,0.0
ev & mobilya/ev/ev dekorasyon/yapışkanlı folyo,14.0,0.14285714285714285,0.3333333333333333,0.5,0.4
giyim/alt giyim/şort & bermuda,14.0,0.2857142857142857,1.0,0.5,0.6666666666666666
otomobil & motosiklet/otomobil/motor bakım ürünleri/yağ & motor katkısı,14.0,0.14285714285714285,1.0,0.5,0.6666666666666666
kozmetik & kişisel bakım/saç bakım/saç şekillendirici ürünler/saç şekillendirici krem ve wax,14.0,0.35714285714285715,0.0,0.0,0.0
ev & mobilya/mobilya/mutfak & banyo mobilyası/banyo mobilyası/çamaşır makinesi dolabı,14.0,0.2857142857142857,0.6666666666666666,0.5,0.5714285714285714
süpermarket/gıda & içecek/kahve/filtre ve çekirdek kahve,14.0,0.21428571428571427,1.0,0.3333333333333333,0.5
elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/süpürge aksesuarı,14.0,0.21428571428571427,1.0,1.0,1.0
otomobil & motosiklet/motosiklet/motosiklet giyim/motosiklet eldiveni,14.0,0.14285714285714285,0.5,1.0,0.6666666666666666
giyim/üst giyim/softshell & polar,14.0,0.5,0.8333333333333334,0.7142857142857143,0.7692307692307693
kozmetik & kişisel bakım/makyaj/ten makyajı/fondöten,14.0,0.21428571428571427,1.0,0.6666666666666666,0.8
elektronik/elektronik aksesuarlar/tv & görüntü & ses sistemleri/tv aksesuarları/uzaktan kumanda,14.0,0.2857142857142857,1.0,0.5,0.6666666666666666
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/sebzelik,14.0,0.35714285714285715,1.0,0.6,0.75
ev & mobilya/mobilya/halı / kilim/kapı önü paspası,14.0,0.0,0.0,0.0,0.0
ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/tv koltuğu,14.0,0.35714285714285715,0.5,0.4,0.4444444444444444
kitap/çocuk ve ebeveyn kitapları/aktivite & eğitici kitaplar,13.0,0.23076923076923078,1.0,0.6666666666666666,0.8
süpermarket/gıda & içecek/yağ ve sos/sos/diğer soslar,13.0,0.23076923076923078,0.0,0.0,0.0
süpermarket/gıda & içecek/kahve/türk kahvesi,13.0,0.3076923076923077,0.75,0.75,0.75
spor & outdoor/ekipman & aksesuar/kamp/çadır ve çadır aksesuarları/çadır,13.0,0.46153846153846156,1.0,0.3333333333333333,0.5
süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek şampuanı,13.0,0.15384615384615385,0.6666666666666666,1.0,0.8
elektronik/kişisel bakım aletleri/saç kurutma makinesi,13.0,0.07692307692307693,0.0,0.0,0.0
ev & mobilya/mobilya/halı / kilim/mutfak halısı,13.0,0.23076923076923078,0.5,0.3333333333333333,0.4
ayakkabı/spor ayakkabı/halı saha ayakkabısı,13.0,0.23076923076923078,1.0,1.0,1.0
elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/şarj kabloları/kablo aksesuarı,13.0,0.15384615384615385,1.0,0.5,0.6666666666666666
anne & bebek & çocuk/bebek hediyelik,13.0,0.07692307692307693,0.0,0.0,0.0
banyo yapı & hırdavat/elektrik tesisat malzemesi/güvenlik ürünleri/kilit,13.0,0.15384615384615385,0.0,0.0,0.0
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/sepet,13.0,0.23076923076923078,1.0,1.0,1.0
otomobil & motosiklet/motosiklet/motosiklet yedek parçalar,13.0,0.15384615384615385,0.5,0.5,0.5
banyo yapı & hırdavat/hırdavat/kapı hırdavatı,13.0,0.15384615384615385,1.0,0.5,0.6666666666666666
kırtasiye & ofis malzemeleri/kırtasiye/eğitim ürünleri/etiket,13.0,0.46153846153846156,1.0,0.16666666666666666,0.2857142857142857
aksesuar/takı & mücevher/şahmeran/bijuteri şahmeran,13.0,0.38461538461538464,0.0,0.0,0.0
aksesuar/takı & mücevher/piercing,13.0,0.46153846153846156,1.0,0.3333333333333333,0.5
ev & mobilya/ev/ev gereçleri/çöp kovası,13.0,0.15384615384615385,0.6666666666666666,1.0,0.8
banyo yapı & hırdavat/hırdavat/iş güvenlik ürünleri/iş eldiveni,13.0,0.3076923076923077,0.4,0.5,0.4444444444444444
süpermarket/pet shop/köpek ürünleri/köpek tasması,13.0,0.3076923076923077,0.0,0.0,0.0
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/saklama kutusu,13.0,0.3076923076923077,0.0,0.0,0.0
elektronik/akıllı ev aletleri/robot süpürge,12.0,0.3333333333333333,0.75,0.75,0.75
ev & mobilya/mobilya/halı / kilim/halı örtüsü,12.0,0.08333333333333333,0.0,0.0,0.0
ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak masası takımı,12.0,0.08333333333333333,1.0,1.0,1.0
spor & outdoor/ekipman & aksesuar/av & balıkçılık/suni yem,12.0,0.4166666666666667,1.0,0.2,0.3333333333333333
ev & mobilya/mobilya/yatak odası/karyola,12.0,0.25,1.0,1.0,1.0
banyo yapı & hırdavat/boya/tavan boyası,12.0,0.5,0.3333333333333333,0.16666666666666666,0.2222222222222222
elektronik/akıllı ev aletleri/televizyon,12.0,0.16666666666666666,1.0,1.0,1.0
ayakkabı/ev terliği & botu/ev terliği,12.0,0.16666666666666666,0.0,0.0,0.0
ev & mobilya/ev/sofra & mutfak/pişirme/düdüklü tencere,12.0,0.25,0.75,1.0,0.8571428571428571
kozmetik & kişisel bakım/cilt bakım/banyo ve duş ürünleri/sıvı sabun,12.0,0.16666666666666666,1.0,1.0,1.0
giyim/spor giyim/spor yelek,12.0,0.08333333333333333,1.0,1.0,1.0
kozmetik & kişisel bakım/makyaj/göz makyajı/göz kalemi,12.0,0.08333333333333333,1.0,1.0,1.0
kozmetik & kişisel bakım/cilt bakım/göz bakım/kaş ve kirpik serumu,12.0,0.5833333333333334,0.6666666666666666,0.2857142857142857,0.4
elektronik/elektrikli ev aletleri/süpürge & ütü/süpürge/halı yıkama makinesi,12.0,0.3333333333333333,1.0,0.25,0.4
aksesuar/altın/yatırımlık altın bilezik,12.0,0.3333333333333333,0.6666666666666666,1.0,0.8
elektronik/beyaz eşya & iklimlendirme/iklimlendirme/şofben,12.0,0.5,0.5,0.3333333333333333,0.4
ev & mobilya/mobilya/bebek & çocuk odası mobilyası/beşik,12.0,0.4166666666666667,0.8333333333333334,1.0,0.9090909090909091
banyo yapı & hırdavat/hırdavat/iş güvenlik ürünleri/iş güvenliği elbisesi,12.0,0.25,0.0,0.0,0.0
ev & mobilya/ev/ev tekstili/mutfak tekstili/mutfak önlüğü & eldiven,12.0,0.25,0.5,0.6666666666666666,0.5714285714285714
giyim/spor giyim/spor softshell & polar,12.0,0.3333333333333333,0.8,1.0,0.8888888888888888
ev & mobilya/ev/banyo/bebek&çocuk banyo/bebek & çocuk bornoz,12.0,0.08333333333333333,0.0,0.0,0.0
aksesuar/takı & mücevher/bileklik/altın bileklik,12.0,0.5833333333333334,1.0,0.14285714285714285,0.25
hobi & eğlence/parti malzemeleri/diğer parti malzemeleri,12.0,0.25,1.0,0.6666666666666666,0.8
bahçe & elektrikli el aletleri/bahçe/çiçek & bitki yetiştirme/aşılı meyve fidanları,12.0,0.08333333333333333,0.0,0.0,0.0
hobi & eğlence/oyun grupları/puzzle,12.0,0.3333333333333333,1.0,0.25,0.4
aksesuar/çanta/spor çantası,12.0,0.16666666666666666,0.3333333333333333,0.5,0.4
banyo yapı & hırdavat/elektrik tesisat malzemesi/spot lamba,12.0,0.4166666666666667,0.8,0.8,0.8
ev & mobilya/mobilya/yatak odası/bez dolap,12.0,0.5,0.8,0.6666666666666666,0.7272727272727273
kozmetik & kişisel bakım/cilt bakım/yüz bakım/yüz maskesi,11.0,0.36363636363636365,1.0,0.25,0.4
banyo yapı & hırdavat/banyo yapı malzemeleri/lavabo,11.0,0.18181818181818182,1.0,1.0,1.0
ayakkabı/spor ayakkabı/voleybol ayakkabısı,11.0,0.7272727272727273,0.75,0.75,0.75
ayakkabı/topuklu ayakkabı/dolgu topuklu ayakkabı,11.0,0.18181818181818182,0.6666666666666666,1.0,0.8
kozmetik & kişisel bakım/makyaj/göz makyajı/maskara,11.0,0.18181818181818182,1.0,1.0,1.0
ev & mobilya/mobilya/halı / kilim/kilim,11.0,0.45454545454545453,0.75,0.6,0.6666666666666666
otomobil & motosiklet/otomobil/araç dış aksesuar/rüzgarlık,11.0,0.45454545454545453,1.0,0.2,0.3333333333333333
spor & outdoor/ekipman & aksesuar/voleybol/voleybol topu,11.0,0.36363636363636365,0.8,1.0,0.8888888888888888
elektronik/elektronik aksesuarlar/giyilebilir teknoloji aksesuarları/akıllı saat aksesuarları/akıllı saat kordon,11.0,0.2727272727272727,1.0,1.0,1.0
bahçe & elektrikli el aletleri/bahçe/bahçe makineleri/yüksek basınçlı yıkama,11.0,0.45454545454545453,1.0,0.6,0.75
kozmetik & kişisel bakım/makyaj/dudak makyajı/dudak kalemi,11.0,0.0,0.0,0.0,0.0
otomobil & motosiklet/oto ses görüntü sistemleri/araç içi kamera,11.0,0.36363636363636365,0.6,0.75,0.6666666666666666
ev & mobilya/ev/ev tekstili/yatak odası tekstili/yastık&yastık kılıfı/yastık alezi,11.0,0.5454545454545454,0.5,0.16666666666666666,0.25
ev & mobilya/ev/ev dekorasyon/duvar dekorasyonu/duvar kağıdı,11.0,0.18181818181818182,0.5,0.5,0.5
elektronik/beyaz eşya & iklimlendirme/beyaz eşya/bulaşık makinesi,11.0,0.36363636363636365,0.6666666666666666,1.0,0.8
ev & mobilya/ev/ev tekstili/yatak odası tekstili/uyku seti/tek kişilik uyku seti,11.0,0.2727272727272727,0.5,1.0,0.6666666666666666
elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/şarj cihazları/şarj aleti,11.0,0.09090909090909091,0.0,0.0,0.0
kırtasiye & ofis malzemeleri/sanatsal malzemeler/tuval,11.0,0.09090909090909091,0.0,0.0,0.0
hobi & eğlence/tütün & tütün aksesuarları/çakmaklar/benzinli çakmak,11.0,0.2727272727272727,0.6,1.0,0.75
ev & mobilya/ev/ev gereçleri/çamaşırlık ev gereçleri/çamaşır sepeti,11.0,0.2727272727272727,1.0,0.6666666666666666,0.8
banyo yapı & hırdavat/hırdavat/nem alıcı,11.0,0.2727272727272727,0.42857142857142855,1.0,0.6
ev & mobilya/ev/ev dekorasyon/dekoratif kutu,11.0,0.18181818181818182,1.0,0.5,0.6666666666666666
ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak masası,11.0,0.09090909090909091,1.0,1.0,1.0
elektronik/beyaz eşya & iklimlendirme/beyaz eşya/davlumbaz,11.0,0.18181818181818182,0.5,1.0,0.6666666666666666
ev & mobilya/ev/ev tekstili/yatak odası tekstili/battaniye/çift kişilik battaniye,11.0,0.5454545454545454,1.0,0.8333333333333334,0.9090909090909091
giyim/tesettür giyim/tesettür ceket & yelek/tesettür ceket,10.0,0.3,1.0,0.3333333333333333,0.5
ev & mobilya/ev/ev tekstili/salon tekstili/sandalye kılıfı,10.0,0.1,0.0,0.0,0.0
ev & mobilya/ev/ev tekstili/yatak odası tekstili/alez,10.0,0.5,0.8,0.8,0.8
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/kahvaltılık,10.0,0.5,1.0,0.2,0.3333333333333333
ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/kanepe,10.0,0.2,0.5,0.5,0.5
ev & mobilya/ev/sofra & mutfak/yemek hazırlık/hamur şekillendirici,10.0,0.0,0.0,0.0,0.0
süpermarket/anne ve bebek bakım/bebek bakım ve kozmetik/bebek bezi ve islak mendil/bebek bezi,10.0,0.2,0.0,0.0,0.0
kitap/roman ve edebiyat/edebiyat/dünya edebiyatı,10.0,0.1,0.5,1.0,0.6666666666666666
aksesuar/takı & mücevher/yüzük/çelik yüzük,10.0,0.1,0.5,1.0,0.6666666666666666
aksesuar/kemer & pantolon askısı/kemer,10.0,0.1,1.0,1.0,1.0
elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/yiyecek hazırlama/fritöz,10.0,0.0,0.0,0.0,0.0
ayakkabı/ev terliği & botu/patik,10.0,0.3,1.0,1.0,1.0
ev & mobilya/ev/ev tekstili/yatak odası tekstili/yastık&yastık kılıfı/yastık kılıfı,10.0,0.0,0.0,0.0,0.0
ev & mobilya/ev/sofra & mutfak/sofra/sürahi ve karaf,10.0,0.3,1.0,0.6666666666666666,0.8
elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/notebook aksesuarları/notebook çantası,10.0,0.2,0.5,0.5,0.5
kozmetik & kişisel bakım/kadın hijyen/hijyenik ped,10.0,0.3,0.75,1.0,0.8571428571428571
kırtasiye & ofis malzemeleri/ofis teknolojileri/pil & şarj cihazı,10.0,0.6,1.0,0.6666666666666666,0.8
kozmetik & kişisel bakım/makyaj/tırnak/kalıcı oje,10.0,0.2,1.0,1.0,1.0
kozmetik & kişisel bakım/parfüm ve deodorant/parfüm seti,10.0,0.2,1.0,1.0,1.0
kozmetik & kişisel bakım/saç bakım/saç bakım seti,10.0,0.1,0.0,0.0,0.0
ev & mobilya/mobilya/yatak odası/şifonyer,10.0,0.3,0.6666666666666666,0.6666666666666666,0.6666666666666666
kozmetik & kişisel bakım/makyaj/ten makyajı/allık,10.0,0.1,1.0,1.0,1.0
kozmetik & kişisel bakım/makyaj/makyaj aksesuarları/makyaj fırçası,10.0,0.4,1.0,0.5,0.6666666666666666
"kozmetik & kişisel bakım/tıraş, ağda ve epilasyon/ağda & tüy dökücü/tüy dökücü krem",10.0,0.1,1.0,1.0,1.0
bahçe & elektrikli el aletleri/elektrikli el aletleri/lazer ölçüm cihazı,10.0,0.7,1.0,0.14285714285714285,0.25
ev & mobilya/ev/sofra & mutfak/çay ve kahve demleme/french press,10.0,0.3,0.5,0.6666666666666666,0.5714285714285714
giyim/büyük beden/büyük beden eşofman altı,10.0,0.0,0.0,0.0,0.0
otomobil & motosiklet/motosiklet/benzinli motosiklet,10.0,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333
otomobil & motosiklet/motosiklet/elektrikli motosiklet,10.0,0.3,1.0,0.3333333333333333,0.5
süpermarket/pet shop/köpek ürünleri/köpek kuru maması,9.0,0.4444444444444444,1.0,0.25,0.4
elektronik/oyun & oyun konsolları/konsol aksesuarları/konsol gamepad ve joystick,9.0,0.1111111111111111,0.0,0.0,0.0
banyo yapı & hırdavat/banyo yapı malzemeleri/bataryalar & musluklar/eviye bataryası,9.0,0.0,0.0,0.0,0.0
hobi & eğlence/uzaktan kumandalı araçlar/model araç,9.0,0.4444444444444444,0.5,0.25,0.3333333333333333
banyo yapı & hırdavat/hırdavat/süpürgelik,9.0,0.4444444444444444,0.6666666666666666,1.0,0.8
banyo yapı & hırdavat/banyo yapı malzemeleri/duş sistemi,9.0,0.2222222222222222,0.0,0.0,0.0
hobi & eğlence/parti malzemeleri/davetiye,9.0,0.3333333333333333,0.5,0.6666666666666666,0.5714285714285714
süpermarket/ev bakım ve temizlik/ev ve temizlik gereçleri/temizlik gereçleri/temizlik bezi,9.0,0.2222222222222222,0.4,1.0,0.5714285714285714
hobi & eğlence/hobi malzemeleri/kumaş,9.0,0.1111111111111111,0.0,0.0,0.0
otomobil & motosiklet/otomobil/oto bakım & temizlik/oto bez ve sünger,9.0,0.0,0.0,0.0,0.0
süpermarket/sağlık/hasta bezi ve temizlik/hasta bezi,9.0,0.0,0.0,0.0,0.0
anne & bebek & çocuk/oyuncak/figür oyuncaklar/sürpriz oyuncak figürü,9.0,0.3333333333333333,1.0,1.0,1.0
anne & bebek & çocuk/oyuncak/figür oyuncaklar/diğer figür oyuncaklar,9.0,0.1111111111111111,0.25,1.0,0.4
süpermarket/gıda & içecek/kuru gıda/tuz,9.0,0.3333333333333333,0.0,0.0,0.0
otomobil & motosiklet/motosiklet/motosiklet aksesuarları/motosiklet lüzumlu ürün,9.0,0.3333333333333333,0.5,0.3333333333333333,0.4
ev & mobilya/mobilya/bebek & çocuk odası mobilyası/çocuk & montessori kitaplık,9.0,0.2222222222222222,0.4,1.0,0.5714285714285714
ev & mobilya/ev/sofra & mutfak/çay ve kahve demleme/demlik,9.0,0.1111111111111111,0.0,0.0,0.0
giyim/tesettür giyim/tesettür plaj giyim/tesettür bone,9.0,0.1111111111111111,1.0,1.0,1.0
ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/mutfak dolapları/mutfak rafı,9.0,0.3333333333333333,1.0,0.6666666666666666,0.8
kırtasiye & ofis malzemeleri/boyalar/akrilik boya,9.0,0.2222222222222222,0.0,0.0,0.0
bahçe & elektrikli el aletleri/elektrikli el aletleri/akülü vidalama,9.0,0.4444444444444444,1.0,0.75,0.8571428571428571
banyo yapı & hırdavat/hırdavat/kutu ve ambalaj malzemesi,9.0,0.3333333333333333,1.0,0.3333333333333333,0.5
kırtasiye & ofis malzemeleri/kalem/tükenmez kalem,9.0,0.0,0.0,0.0,0.0
ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/askı,9.0,0.2222222222222222,1.0,1.0,1.0
kırtasiye & ofis malzemeleri/kırtasiye kağıt ürünleri/fotoğraf albümü,9.0,0.3333333333333333,1.0,0.6666666666666666,0.8
bahçe & elektrikli el aletleri/elektrikli el aletleri/kaldırma ekipmanları,9.0,0.3333333333333333,1.0,0.3333333333333333,0.5
ev & mobilya/ev/ev tekstili/bebek&çocuk ev tekstil/bebek & çocuk uyku seti,9.0,0.3333333333333333,0.2,0.3333333333333333,0.25
elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/çevre birimleri/klavye,9.0,0.4444444444444444,0.8,1.0,0.8888888888888888
ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/yemek kabı,9.0,0.4444444444444444,1.0,0.25,0.4
kozmetik & kişisel bakım/makyaj/ten makyajı/bb ve cc krem,9.0,0.2222222222222222,1.0,0.5,0.6666666666666666
ev & mobilya/ev/sofra & mutfak/yemek hazırlık/bıçak ve bıçak seti,9.0,0.1111111111111111,0.0,0.0,0.0
ev & mobilya/mobilya/halı / kilim/seccade,9.0,0.1111111111111111,0.0,0.0,0.0
spor & outdoor/ekipman & aksesuar/tenis/masa tenisi raketi,9.0,0.3333333333333333,0.75,1.0,0.8571428571428571
kozmetik & kişisel bakım/cilt bakım/cilt bakım yağları/bakım yağı,9.0,0.1111111111111111,0.0,0.0,0.0
